Iteration,schedules
1,"[(19, 6), (20, 3), (57, 7), (58, 13), (226, 9), (40, 12), (95, 4), (105, 15), (193, 1), (78, 14), (80, 5), (81, 5), (224, 4), (147, 8), (153, 3), (154, 10), (155, 6), (87, 11), (106, 2), (117, 10), (68, 8), (71, 14), (168, 13), (169, 1), (62, 15), (64, 2), (65, 1), (33, 11), (108, 13), (112, 12), (113, 12), (124, 4), (125, 5), (51, 3), (54, 1), (55, 9), (142, 12), (218, 2), (219, 7), (229, 5), (188, 9), (189, 13), (190, 5), (222, 6), (45, 3), (46, 8), (47, 9), (129, 4), (138, 4), (139, 14), (140, 6), (141, 14), (1, 11), (10, 8), (11, 11), (12, 7), (13, 10), (227, 12), (14, 8), (72, 13), (198, 10), (202, 4), (213, 3), (183, 12), (185, 12), (186, 7), (200, 14), (75, 6), (77, 13), (214, 10), (228, 4), (201, 9), (223, 14), (216, 13), (217, 14), (50, 5), (171, 15), (122, 3), (215, 13), (217, 14), (34, 15), (199, 1), (221, 12), (73, 7), (15, 5), (37, 15), (38, 2), (107, 6), (56, 8), (66, 15), (143, 3), (67, 14), (225, 2), (35, 5), (36, 12), (88, 10), (89, 2), (90, 15), (91, 6), (94, 10), (82, 8), (83, 4), (39, 11), (16, 8), (170, 6), (144, 8), (60, 11), (17, 3), (194, 8), (61, 13), (74, 9), (41, 14), (118, 9), (42, 4), (123, 5), (172, 10), (145, 3), (119, 15), (146, 7), (43, 7), (120, 2), (121, 6), (44, 6), (195, 13), (18, 10), (114, 9), (115, 12), (84, 9), (116, 14), (85, 1), (86, 5), (196, 5), (197, 4), (165, 1), (156, 12), (166, 11), (157, 9), (160, 11), (161, 8), (163, 7), (167, 1), (164, 13)]"
2,"[(142, 8), (147, 7), (148, 5), (150, 7), (151, 2), (152, 4), (218, 10), (219, 5), (200, 2), (224, 4), (14, 12), (129, 11), (130, 3), (131, 15), (132, 14), (133, 13), (134, 11), (137, 4), (227, 12), (45, 3), (46, 1), (47, 9), (68, 6), (69, 1), (72, 13), (78, 14), (80, 15), (188, 9), (191, 10), (192, 8), (168, 8), (169, 1), (40, 12), (19, 2), (32, 6), (108, 1), (112, 12), (113, 12), (62, 15), (64, 2), (65, 14), (226, 9), (33, 11), (124, 14), (126, 11), (127, 2), (229, 5), (75, 8), (77, 13), (183, 15), (184, 3), (193, 6), (57, 13), (59, 15), (106, 1), (81, 5), (202, 4), (203, 15), (204, 12), (207, 13), (208, 3), (209, 6), (211, 5), (212, 1), (95, 4), (96, 14), (117, 12), (222, 6), (87, 11), (198, 10), (51, 3), (54, 1), (55, 9), (1, 5), (10, 4), (11, 14), (12, 6), (13, 14), (37, 15), (223, 14), (34, 8), (88, 10), (92, 4), (93, 7), (38, 2), (146, 7), (171, 15), (107, 15), (66, 4), (60, 11), (98, 14), (35, 5), (94, 10), (118, 9), (56, 5), (36, 12), (119, 13), (61, 10), (120, 2), (225, 6), (165, 2), (39, 11), (17, 3), (194, 14), (156, 12), (18, 7), (221, 3), (121, 1), (157, 9), (158, 1), (159, 9), (164, 13), (114, 9), (166, 6), (50, 13), (167, 10), (122, 12), (97, 6), (201, 13), (15, 5), (16, 13), (67, 3), (199, 1), (143, 5), (170, 6), (115, 12), (144, 13), (228, 4), (123, 12), (195, 13), (196, 5), (197, 6), (172, 10), (116, 14), (17, 3), (145, 2), (41, 14), (42, 4), (43, 7), (44, 10), (146, 14), (82, 8), (83, 4), (73, 9), (74, 9), (84, 9), (85, 1), (86, 5)]"
3,"[(72, 11), (202, 4), (213, 3), (117, 12), (33, 1), (1, 3), (10, 4), (11, 14), (12, 6), (13, 14), (19, 6), (21, 11), (22, 15), (23, 6), (68, 8), (71, 5), (147, 7), (153, 3), (154, 5), (155, 6), (224, 7), (200, 2), (168, 13), (181, 13), (182, 8), (108, 1), (109, 13), (110, 7), (111, 5), (106, 2), (227, 12), (87, 15), (142, 10), (226, 9), (51, 8), (54, 1), (55, 9), (183, 14), (184, 3), (222, 6), (229, 5), (62, 15), (64, 2), (65, 1), (14, 10), (198, 10), (193, 6), (75, 9), (76, 11), (188, 12), (191, 10), (192, 8), (81, 5), (124, 14), (128, 12), (40, 12), (218, 2), (220, 11), (57, 13), (59, 15), (78, 14), (80, 15), (95, 7), (99, 1), (129, 11), (130, 3), (131, 15), (135, 4), (136, 13), (137, 4), (45, 2), (46, 1), (47, 9), (50, 13), (201, 9), (221, 12), (84, 9), (56, 8), (66, 4), (67, 10), (34, 15), (60, 11), (223, 14), (61, 10), (41, 6), (88, 10), (92, 4), (93, 7), (94, 10), (146, 7), (42, 4), (43, 7), (156, 12), (37, 15), (44, 10), (157, 2), (160, 11), (162, 14), (163, 7), (38, 2), (85, 1), (35, 5), (36, 12), (164, 13), (39, 11), (228, 4), (114, 9), (115, 3), (116, 14), (194, 14), (143, 5), (165, 1), (214, 10), (166, 6), (167, 1), (144, 13), (199, 14), (195, 13), (215, 14), (217, 14), (107, 6), (82, 8), (196, 5), (197, 6), (145, 3), (146, 7), (216, 13), (217, 14), (15, 5), (16, 13), (83, 4), (17, 3), (18, 7), (225, 6), (86, 5), (122, 12), (123, 12), (118, 9), (119, 14), (120, 2), (121, 6), (73, 7), (74, 9)]"
4,"[(227, 12), (81, 5), (193, 6), (95, 4), (99, 1), (19, 2), (26, 1), (27, 4), (28, 9), (75, 8), (77, 12), (168, 13), (176, 10), (1, 11), (2, 3), (3, 15), (4, 14), (5, 13), (6, 11), (9, 4), (142, 10), (198, 2), (62, 15), (64, 2), (65, 1), (222, 3), (229, 7), (200, 14), (78, 14), (80, 15), (51, 3), (54, 1), (55, 9), (226, 9), (45, 2), (46, 1), (47, 9), (40, 12), (218, 10), (220, 11), (183, 15), (185, 12), (186, 7), (72, 13), (224, 7), (33, 11), (147, 8), (148, 5), (149, 11), (152, 4), (106, 1), (14, 12), (124, 4), (128, 12), (87, 6), (202, 4), (213, 3), (108, 13), (112, 14), (113, 12), (129, 5), (138, 8), (139, 6), (140, 6), (141, 14), (57, 7), (58, 13), (188, 9), (191, 10), (192, 8), (68, 8), (69, 1), (117, 12), (228, 4), (165, 2), (34, 15), (216, 10), (217, 14), (221, 3), (37, 15), (214, 10), (107, 6), (38, 2), (35, 5), (66, 15), (36, 12), (145, 3), (56, 5), (156, 6), (157, 9), (160, 11), (162, 14), (163, 7), (39, 11), (18, 10), (122, 3), (60, 11), (123, 12), (215, 14), (217, 14), (164, 13), (178, 14), (15, 13), (16, 13), (199, 15), (88, 10), (92, 4), (93, 7), (94, 10), (73, 9), (67, 10), (194, 5), (17, 3), (74, 9), (61, 10), (177, 6), (195, 13), (196, 5), (201, 13), (225, 6), (41, 6), (42, 4), (50, 9), (143, 13), (43, 7), (179, 2), (44, 10), (144, 13), (223, 14), (166, 11), (145, 3), (146, 7), (197, 6), (167, 1), (84, 9), (85, 1), (114, 6), (118, 9), (115, 12), (116, 14), (18, 14), (119, 13), (120, 2), (121, 6), (82, 9), (83, 4), (86, 5)]"
5,"[(51, 3), (52, 6), (53, 2), (45, 3), (48, 7), (49, 12), (226, 9), (218, 10), (219, 5), (193, 1), (227, 12), (68, 8), (69, 4), (188, 12), (191, 10), (192, 8), (14, 2), (200, 14), (124, 4), (125, 5), (19, 6), (32, 6), (33, 11), (168, 13), (180, 1), (87, 15), (57, 13), (59, 15), (95, 7), (96, 14), (224, 7), (106, 3), (72, 11), (229, 5), (202, 4), (213, 3), (62, 15), (63, 9), (117, 8), (81, 5), (147, 7), (153, 3), (154, 5), (155, 6), (108, 1), (112, 12), (113, 12), (78, 14), (79, 7), (129, 11), (130, 1), (131, 15), (132, 14), (133, 13), (134, 11), (137, 4), (183, 15), (185, 2), (186, 7), (1, 11), (10, 8), (11, 14), (12, 6), (13, 14), (40, 12), (142, 10), (222, 6), (198, 2), (75, 9), (76, 15), (223, 12), (221, 3), (88, 10), (92, 8), (93, 7), (41, 14), (37, 15), (94, 10), (66, 4), (143, 5), (38, 2), (214, 10), (56, 8), (97, 6), (42, 4), (146, 7), (67, 10), (215, 14), (217, 14), (60, 11), (216, 13), (217, 14), (61, 13), (118, 9), (119, 13), (43, 7), (120, 2), (194, 14), (121, 6), (107, 15), (201, 9), (17, 3), (34, 15), (44, 10), (165, 2), (199, 1), (195, 13), (114, 2), (156, 12), (166, 6), (115, 12), (116, 14), (157, 2), (160, 11), (162, 6), (163, 7), (167, 1), (196, 5), (35, 5), (36, 12), (18, 14), (197, 6), (39, 11), (164, 13), (15, 13), (122, 12), (16, 13), (123, 12), (17, 3), (84, 6), (228, 4), (85, 1), (225, 6), (50, 9), (144, 13), (145, 2), (146, 7), (82, 8), (83, 4), (86, 5), (73, 7), (74, 9), (98, 2)]"
6,"[(200, 2), (168, 8), (176, 10), (19, 6), (32, 6), (142, 12), (193, 1), (129, 4), (130, 3), (131, 15), (132, 14), (133, 13), (134, 11), (137, 4), (72, 11), (95, 7), (100, 7), (101, 9), (198, 2), (226, 9), (218, 2), (219, 7), (117, 12), (62, 5), (63, 6), (222, 3), (45, 3), (46, 1), (47, 9), (108, 13), (109, 13), (110, 7), (111, 5), (75, 8), (76, 11), (183, 15), (184, 3), (87, 15), (68, 7), (71, 5), (14, 10), (1, 4), (10, 4), (11, 14), (12, 6), (13, 14), (188, 9), (191, 10), (192, 8), (40, 12), (202, 4), (213, 3), (51, 3), (54, 1), (55, 9), (227, 12), (229, 5), (147, 8), (148, 2), (149, 15), (152, 4), (57, 13), (58, 13), (81, 14), (33, 11), (106, 1), (124, 14), (125, 5), (78, 14), (80, 15), (224, 5), (228, 6), (37, 15), (107, 6), (214, 10), (56, 8), (156, 12), (38, 2), (215, 14), (217, 14), (157, 2), (160, 11), (161, 8), (163, 7), (34, 8), (35, 5), (36, 12), (164, 13), (216, 13), (217, 14), (82, 8), (83, 4), (225, 6), (114, 9), (165, 1), (166, 5), (17, 4), (201, 9), (115, 12), (116, 14), (39, 11), (60, 11), (167, 10), (221, 12), (61, 10), (18, 7), (177, 8), (223, 14), (50, 5), (84, 9), (85, 1), (146, 14), (178, 1), (179, 2), (86, 5), (122, 13), (88, 10), (89, 2), (90, 14), (91, 6), (94, 10), (143, 5), (15, 3), (144, 13), (123, 12), (145, 3), (66, 15), (199, 15), (67, 10), (73, 9), (74, 9), (146, 7), (16, 13), (17, 2), (194, 8), (195, 13), (196, 5), (197, 6), (118, 10), (119, 13), (120, 2), (121, 6), (41, 6), (42, 4), (43, 7), (44, 10)]"
7,"[(1, 4), (2, 3), (3, 15), (4, 14), (5, 13), (6, 11), (9, 4), (106, 1), (117, 12), (72, 11), (168, 8), (169, 8), (14, 2), (57, 7), (58, 13), (224, 5), (129, 11), (138, 4), (139, 14), (140, 6), (141, 14), (200, 14), (142, 10), (222, 6), (108, 13), (112, 12), (113, 12), (62, 15), (63, 9), (147, 8), (153, 3), (154, 5), (155, 6), (202, 4), (203, 15), (204, 12), (205, 4), (206, 2), (208, 3), (209, 6), (210, 9), (212, 1), (95, 7), (100, 7), (101, 9), (87, 6), (75, 9), (77, 12), (193, 6), (40, 3), (198, 2), (19, 2), (32, 6), (33, 1), (78, 14), (80, 15), (68, 8), (70, 2), (226, 9), (229, 5), (183, 15), (187, 5), (45, 3), (48, 7), (49, 4), (227, 12), (188, 12), (189, 13), (190, 5), (218, 10), (219, 5), (124, 14), (125, 9), (51, 3), (54, 5), (55, 9), (81, 14), (221, 3), (56, 5), (37, 15), (228, 4), (88, 10), (89, 2), (90, 14), (91, 6), (94, 10), (38, 2), (82, 8), (83, 4), (34, 8), (35, 5), (66, 15), (156, 12), (41, 14), (42, 4), (18, 7), (157, 9), (160, 11), (161, 8), (163, 7), (223, 14), (36, 12), (39, 11), (43, 7), (44, 10), (67, 14), (164, 13), (114, 9), (165, 1), (115, 3), (145, 3), (170, 4), (116, 14), (199, 1), (146, 7), (166, 11), (50, 13), (143, 13), (144, 13), (167, 1), (201, 13), (145, 3), (73, 9), (122, 12), (84, 12), (85, 11), (60, 3), (86, 5), (15, 5), (16, 13), (17, 3), (74, 9), (61, 10), (18, 7), (123, 12), (194, 5), (225, 6), (195, 13), (196, 5), (107, 15), (197, 6), (171, 15), (172, 10), (118, 9), (119, 15), (120, 2), (121, 6)]"
8,"[(188, 12), (189, 13), (190, 5), (62, 5), (64, 2), (65, 1), (117, 8), (222, 6), (33, 11), (19, 2), (26, 1), (27, 4), (28, 9), (224, 7), (124, 14), (128, 12), (129, 4), (138, 4), (139, 14), (140, 6), (141, 14), (1, 3), (2, 3), (3, 15), (7, 4), (8, 13), (9, 4), (108, 1), (112, 12), (113, 12), (202, 4), (213, 3), (45, 2), (46, 1), (47, 9), (106, 1), (72, 15), (229, 7), (168, 6), (169, 1), (14, 10), (200, 9), (57, 7), (59, 15), (193, 6), (142, 10), (81, 14), (87, 15), (78, 14), (79, 7), (226, 9), (198, 10), (147, 8), (153, 3), (154, 5), (155, 6), (227, 12), (68, 8), (70, 10), (75, 9), (76, 11), (40, 12), (218, 2), (220, 11), (95, 7), (96, 14), (51, 8), (52, 6), (53, 2), (183, 15), (185, 2), (186, 7), (214, 10), (82, 8), (83, 4), (41, 14), (216, 13), (217, 14), (34, 8), (215, 13), (217, 14), (221, 3), (107, 15), (228, 4), (201, 9), (50, 13), (42, 4), (56, 5), (43, 7), (44, 10), (98, 2), (35, 5), (36, 12), (97, 6), (170, 14), (37, 15), (38, 2), (171, 15), (18, 7), (156, 12), (39, 11), (114, 6), (157, 2), (158, 1), (159, 9), (145, 2), (84, 9), (146, 7), (225, 6), (115, 3), (116, 14), (85, 1), (88, 10), (89, 13), (90, 14), (91, 6), (94, 10), (164, 13), (86, 5), (194, 8), (73, 9), (66, 4), (195, 11), (165, 1), (172, 10), (166, 6), (67, 10), (74, 9), (196, 5), (60, 11), (61, 13), (167, 10), (197, 6), (199, 14), (15, 13), (16, 13), (17, 3), (18, 7), (118, 9), (119, 14), (120, 2), (121, 1), (122, 12), (123, 12), (223, 12), (143, 5), (144, 13), (145, 3)]"
9,"[(229, 5), (62, 13), (63, 9), (33, 11), (68, 8), (70, 2), (106, 4), (40, 3), (108, 1), (109, 10), (110, 7), (111, 5), (95, 7), (102, 13), (51, 3), (52, 6), (53, 2), (87, 6), (142, 12), (129, 5), (130, 3), (131, 15), (132, 14), (133, 13), (134, 11), (137, 4), (124, 14), (126, 15), (127, 2), (224, 7), (1, 11), (2, 3), (3, 15), (4, 14), (5, 13), (6, 11), (9, 4), (78, 14), (80, 15), (202, 4), (203, 15), (204, 12), (207, 13), (208, 3), (209, 6), (211, 5), (212, 1), (226, 9), (193, 1), (218, 10), (220, 11), (198, 2), (19, 2), (21, 14), (22, 15), (23, 6), (227, 12), (188, 15), (191, 10), (192, 8), (183, 15), (184, 3), (168, 8), (169, 1), (117, 12), (81, 5), (57, 3), (59, 15), (200, 9), (222, 6), (75, 8), (77, 12), (72, 13), (14, 10), (45, 3), (46, 1), (47, 9), (147, 8), (153, 3), (154, 5), (155, 6), (165, 2), (228, 4), (223, 14), (166, 6), (221, 3), (73, 9), (170, 14), (84, 9), (85, 1), (82, 8), (83, 4), (122, 12), (86, 5), (74, 9), (50, 13), (60, 11), (171, 15), (56, 8), (172, 10), (194, 8), (156, 12), (157, 2), (158, 8), (159, 9), (123, 12), (61, 13), (88, 15), (92, 4), (93, 7), (94, 10), (15, 5), (16, 13), (167, 10), (17, 3), (195, 11), (118, 10), (199, 1), (119, 13), (164, 13), (146, 7), (196, 5), (104, 2), (34, 15), (120, 2), (35, 5), (36, 12), (197, 6), (18, 7), (121, 6), (225, 6), (143, 13), (144, 13), (145, 3), (37, 15), (146, 7), (38, 2), (39, 11), (66, 4), (67, 14), (107, 6), (41, 14), (42, 4), (43, 7), (44, 10), (201, 9), (114, 6), (115, 12), (116, 14), (103, 4)]"
10,"[(188, 12), (191, 10), (192, 8), (193, 6), (45, 3), (48, 7), (49, 12), (222, 8), (106, 4), (19, 2), (20, 3), (227, 12), (218, 2), (219, 7), (57, 13), (58, 13), (200, 14), (1, 11), (10, 4), (11, 14), (12, 6), (13, 14), (198, 10), (72, 15), (224, 7), (78, 14), (80, 15), (75, 9), (77, 13), (81, 5), (229, 5), (40, 3), (124, 15), (128, 12), (87, 6), (14, 12), (147, 7), (148, 5), (150, 7), (151, 2), (152, 4), (202, 4), (213, 3), (33, 1), (95, 7), (96, 14), (226, 9), (142, 8), (117, 8), (108, 1), (112, 12), (113, 12), (168, 3), (181, 13), (182, 8), (62, 5), (64, 2), (65, 1), (51, 3), (52, 6), (53, 2), (183, 15), (184, 3), (68, 6), (70, 2), (129, 11), (138, 9), (139, 11), (140, 6), (141, 14), (114, 9), (214, 10), (216, 13), (217, 14), (66, 4), (215, 14), (217, 14), (88, 10), (89, 13), (90, 15), (91, 6), (94, 10), (34, 15), (97, 6), (35, 5), (36, 12), (56, 5), (165, 2), (228, 4), (115, 12), (156, 12), (116, 14), (98, 2), (145, 3), (107, 15), (67, 14), (225, 8), (166, 5), (37, 15), (157, 2), (158, 1), (159, 9), (146, 7), (223, 14), (167, 10), (60, 11), (38, 2), (39, 11), (199, 1), (164, 13), (221, 3), (82, 9), (83, 4), (61, 13), (41, 14), (194, 5), (42, 4), (195, 13), (43, 7), (15, 5), (16, 13), (201, 13), (17, 3), (18, 7), (44, 10), (73, 9), (74, 9), (196, 5), (122, 3), (123, 12), (143, 5), (144, 13), (197, 6), (84, 9), (85, 1), (145, 3), (86, 1), (50, 9), (118, 10), (119, 14), (120, 2), (121, 6)]"
