Iteration,schedules
1,"[(217, 10), (219, 11), (60, 3), (63, 1), (64, 9), (255, 6), (12, 7), (18, 3), (19, 5), (20, 6), (71, 5), (72, 9), (134, 8), (97, 12), (98, 13), (99, 5), (139, 2), (140, 12), (141, 9), (142, 5), (183, 14), (185, 15), (262, 7), (197, 7), (257, 4), (240, 7), (245, 2), (246, 6), (54, 1), (186, 11), (188, 6), (189, 7), (190, 2), (1, 4), (2, 14), (167, 2), (168, 1), (169, 9), (259, 9), (260, 12), (92, 15), (96, 5), (227, 1), (113, 14), (66, 3), (68, 15), (236, 10), (180, 8), (181, 11), (104, 13), (108, 12), (109, 12), (121, 4), (122, 3), (123, 15), (127, 4), (128, 13), (129, 4), (50, 11), (52, 14), (173, 8), (175, 7), (155, 1), (221, 4), (77, 8), (90, 13), (91, 8), (162, 3), (201, 4), (202, 15), (203, 12), (206, 13), (207, 3), (208, 6), (209, 9), (211, 1), (33, 11), (38, 6), (39, 5), (40, 5), (41, 10), (42, 11), (43, 8), (47, 4), (48, 9), (49, 13), (192, 9), (193, 8), (194, 2), (102, 2), (250, 15), (151, 6), (153, 12), (177, 11), (256, 14), (228, 1), (65, 8), (154, 7), (30, 2), (220, 3), (251, 6), (199, 6), (55, 5), (261, 6), (198, 5), (57, 10), (191, 5), (159, 15), (160, 2), (233, 14), (196, 8), (200, 1), (103, 15), (31, 6), (56, 2), (3, 8), (145, 10), (146, 6), (252, 10), (156, 8), (258, 2), (4, 14), (32, 10), (147, 3), (114, 15), (58, 13), (157, 5), (117, 13), (148, 9), (59, 3), (118, 12), (115, 15), (135, 3), (253, 14), (158, 12), (53, 14), (116, 12), (172, 13), (75, 4), (234, 2), (119, 11), (120, 8), (161, 11), (149, 7), (69, 15), (150, 15), (163, 6), (164, 4), (110, 9), (111, 3), (76, 10), (112, 14), (70, 10), (165, 7), (21, 13), (22, 2), (25, 7), (26, 7), (28, 7), (29, 13), (166, 10), (237, 10), (235, 1), (136, 13), (137, 3), (178, 9), (138, 7), (238, 6), (179, 9), (229, 5), (239, 3), (230, 3), (231, 2), (254, 5), (232, 12), (222, 11), (223, 1), (225, 2), (226, 13), (224, 7)]"
2,"[(197, 7), (186, 11), (187, 12), (260, 12), (257, 4), (1, 4), (6, 7), (7, 9), (92, 15), (93, 3), (102, 1), (183, 6), (185, 15), (173, 8), (176, 5), (162, 3), (134, 2), (121, 11), (130, 4), (131, 14), (132, 6), (133, 14), (262, 5), (155, 1), (217, 10), (219, 11), (255, 6), (192, 9), (195, 14), (221, 11), (227, 13), (33, 2), (34, 7), (35, 3), (36, 4), (37, 1), (139, 2), (140, 12), (141, 9), (142, 5), (50, 10), (52, 14), (60, 3), (61, 8), (62, 2), (77, 8), (89, 6), (66, 3), (68, 15), (71, 5), (73, 2), (74, 1), (180, 6), (182, 12), (259, 9), (104, 13), (105, 13), (106, 4), (107, 5), (151, 6), (152, 10), (12, 8), (18, 3), (19, 10), (20, 6), (167, 2), (168, 1), (169, 9), (240, 7), (241, 12), (242, 3), (243, 7), (244, 1), (113, 14), (97, 12), (100, 10), (101, 8), (236, 15), (250, 13), (177, 11), (201, 4), (202, 15), (203, 12), (204, 4), (205, 2), (207, 3), (208, 6), (209, 9), (211, 1), (54, 1), (159, 15), (251, 2), (261, 4), (196, 8), (145, 10), (75, 15), (53, 14), (160, 13), (146, 6), (256, 12), (191, 5), (237, 10), (65, 5), (154, 7), (147, 3), (114, 15), (117, 13), (115, 15), (116, 12), (58, 8), (118, 4), (59, 3), (220, 3), (30, 2), (238, 7), (119, 11), (120, 8), (55, 5), (110, 6), (57, 10), (156, 8), (148, 9), (69, 11), (239, 8), (56, 4), (228, 1), (70, 10), (149, 7), (222, 11), (150, 15), (103, 6), (111, 12), (254, 5), (112, 14), (135, 13), (157, 5), (258, 2), (158, 12), (136, 13), (199, 9), (76, 10), (229, 14), (178, 7), (198, 1), (161, 11), (163, 14), (233, 15), (164, 4), (165, 7), (137, 3), (172, 13), (200, 1), (31, 6), (223, 7), (21, 6), (234, 2), (166, 10), (22, 2), (25, 11), (26, 8), (28, 7), (179, 9), (138, 14), (29, 13), (235, 1), (32, 7), (252, 10), (230, 3), (225, 7), (253, 14), (231, 2), (226, 13), (254, 3), (224, 7), (232, 12)]"
3,"[(262, 5), (236, 15), (50, 11), (51, 3), (257, 7), (77, 8), (78, 1), (102, 4), (240, 7), (247, 11), (248, 3), (249, 10), (1, 7), (2, 14), (180, 6), (182, 12), (134, 12), (192, 9), (193, 8), (194, 2), (113, 14), (54, 1), (197, 5), (260, 12), (177, 13), (227, 13), (167, 2), (168, 1), (169, 9), (155, 1), (71, 15), (73, 2), (74, 1), (221, 4), (97, 12), (100, 13), (101, 8), (121, 4), (122, 3), (123, 15), (124, 14), (125, 13), (126, 11), (129, 4), (139, 2), (140, 12), (141, 9), (142, 5), (186, 1), (188, 6), (189, 7), (190, 2), (66, 7), (68, 15), (255, 3), (151, 6), (153, 12), (60, 8), (63, 5), (64, 9), (201, 4), (212, 3), (217, 10), (219, 11), (33, 11), (34, 7), (35, 13), (36, 4), (37, 1), (162, 3), (104, 1), (108, 12), (109, 12), (183, 14), (185, 15), (12, 8), (13, 5), (14, 15), (17, 11), (250, 13), (173, 6), (176, 5), (92, 14), (96, 5), (259, 9), (237, 10), (258, 2), (213, 10), (55, 5), (251, 6), (56, 2), (172, 5), (156, 8), (145, 10), (214, 14), (216, 14), (154, 9), (159, 15), (191, 4), (65, 8), (215, 13), (216, 14), (53, 12), (252, 8), (256, 14), (146, 6), (75, 4), (163, 14), (69, 11), (21, 12), (261, 6), (164, 4), (165, 7), (147, 3), (22, 2), (23, 1), (24, 9), (114, 15), (160, 2), (117, 13), (253, 15), (115, 15), (116, 12), (220, 3), (118, 4), (30, 2), (76, 10), (29, 13), (57, 10), (148, 9), (103, 15), (119, 11), (120, 8), (79, 14), (233, 9), (58, 13), (228, 1), (149, 7), (70, 13), (59, 3), (150, 15), (196, 8), (199, 3), (234, 2), (166, 10), (31, 6), (235, 1), (110, 9), (32, 10), (135, 5), (198, 5), (136, 4), (157, 5), (137, 3), (178, 7), (158, 12), (200, 12), (80, 14), (161, 11), (138, 7), (4, 2), (81, 8), (111, 3), (112, 14), (179, 9), (254, 3), (222, 12), (225, 2), (3, 7), (226, 13), (223, 7), (238, 7), (229, 5), (230, 3), (239, 3), (231, 2), (224, 7), (232, 12)]"
4,"[(180, 6), (181, 11), (227, 5), (102, 4), (97, 12), (98, 13), (99, 5), (217, 10), (218, 7), (167, 3), (170, 7), (171, 12), (162, 12), (260, 12), (33, 1), (38, 6), (44, 14), (45, 4), (46, 1), (47, 4), (48, 9), (49, 13), (197, 7), (262, 7), (50, 11), (51, 3), (183, 14), (185, 15), (66, 13), (67, 13), (60, 8), (61, 8), (62, 2), (236, 15), (192, 9), (195, 14), (155, 11), (1, 4), (11, 15), (139, 2), (143, 3), (144, 2), (259, 9), (92, 15), (94, 12), (95, 7), (186, 1), (187, 12), (257, 5), (77, 3), (90, 1), (91, 8), (177, 15), (104, 1), (105, 10), (106, 4), (107, 5), (12, 8), (13, 5), (15, 7), (16, 2), (17, 4), (54, 3), (221, 11), (201, 4), (212, 3), (240, 7), (241, 14), (242, 3), (243, 7), (244, 1), (121, 5), (122, 15), (123, 15), (124, 14), (125, 13), (126, 11), (129, 4), (151, 2), (153, 12), (255, 6), (134, 10), (113, 14), (173, 8), (175, 2), (250, 15), (71, 13), (72, 9), (103, 6), (114, 15), (115, 15), (220, 12), (213, 10), (75, 15), (159, 15), (228, 12), (215, 13), (216, 14), (256, 14), (116, 12), (30, 1), (69, 11), (117, 13), (261, 6), (138, 3), (70, 13), (251, 6), (21, 12), (160, 2), (172, 9), (154, 7), (214, 14), (216, 14), (198, 1), (229, 5), (22, 9), (23, 1), (24, 9), (118, 12), (53, 14), (156, 8), (119, 11), (120, 8), (254, 3), (191, 5), (196, 8), (157, 11), (199, 3), (158, 12), (135, 13), (258, 6), (55, 5), (252, 8), (31, 6), (56, 4), (57, 10), (161, 11), (200, 1), (29, 13), (136, 4), (163, 6), (76, 10), (253, 14), (164, 4), (165, 7), (178, 9), (166, 10), (179, 9), (65, 8), (32, 10), (145, 1), (146, 6), (58, 13), (59, 3), (233, 14), (147, 3), (237, 10), (137, 3), (254, 5), (238, 7), (138, 14), (225, 3), (234, 2), (110, 9), (235, 1), (111, 12), (226, 13), (112, 14), (148, 9), (149, 11), (230, 7), (231, 2), (222, 11), (150, 15), (223, 7), (239, 3), (232, 12), (224, 7)]"
5,"[(1, 4), (2, 14), (221, 11), (92, 15), (96, 5), (12, 7), (18, 3), (19, 5), (20, 6), (186, 1), (187, 12), (66, 13), (68, 15), (217, 10), (219, 11), (113, 14), (50, 4), (51, 3), (177, 15), (151, 6), (153, 12), (197, 7), (71, 5), (73, 2), (74, 1), (121, 4), (122, 3), (123, 15), (127, 4), (128, 13), (129, 4), (134, 8), (192, 9), (193, 8), (194, 8), (180, 8), (182, 12), (97, 12), (98, 13), (99, 5), (155, 1), (259, 9), (104, 1), (108, 12), (109, 12), (255, 6), (77, 13), (78, 1), (162, 12), (33, 2), (38, 6), (39, 5), (40, 5), (41, 10), (42, 11), (43, 8), (47, 4), (48, 9), (49, 13), (227, 6), (183, 14), (184, 7), (240, 7), (247, 11), (248, 3), (249, 10), (139, 2), (143, 3), (144, 4), (102, 4), (201, 4), (202, 15), (203, 12), (204, 4), (205, 2), (207, 3), (208, 6), (210, 5), (211, 1), (54, 5), (236, 10), (250, 11), (60, 3), (63, 1), (64, 9), (260, 12), (167, 2), (168, 1), (169, 9), (257, 7), (262, 5), (173, 8), (176, 5), (58, 8), (30, 1), (191, 5), (172, 13), (59, 3), (251, 6), (31, 6), (65, 5), (220, 3), (225, 2), (103, 15), (159, 15), (261, 4), (196, 13), (75, 4), (163, 6), (114, 15), (55, 5), (117, 13), (164, 4), (256, 14), (165, 7), (258, 6), (160, 2), (56, 4), (115, 15), (154, 7), (69, 11), (116, 12), (156, 8), (118, 12), (178, 9), (32, 10), (80, 15), (76, 10), (166, 10), (57, 10), (145, 10), (110, 9), (146, 6), (70, 13), (147, 3), (111, 3), (112, 14), (157, 5), (228, 1), (199, 9), (138, 7), (158, 12), (4, 2), (161, 11), (3, 6), (79, 14), (179, 9), (254, 3), (148, 9), (21, 13), (119, 11), (237, 10), (120, 8), (22, 2), (25, 11), (27, 6), (28, 7), (238, 7), (81, 10), (229, 14), (29, 13), (252, 8), (239, 3), (135, 5), (149, 11), (230, 3), (226, 13), (233, 14), (136, 13), (53, 14), (253, 14), (254, 3), (231, 2), (150, 15), (198, 1), (234, 4), (200, 1), (235, 1), (232, 12), (137, 2), (138, 7), (222, 2), (223, 7), (224, 7)]"
6,"[(77, 8), (82, 6), (83, 12), (84, 1), (71, 5), (73, 2), (74, 1), (255, 6), (180, 7), (182, 12), (167, 3), (170, 10), (171, 4), (1, 4), (8, 13), (257, 7), (33, 11), (34, 7), (35, 3), (36, 4), (37, 1), (217, 10), (219, 11), (121, 3), (130, 8), (131, 14), (132, 6), (133, 14), (259, 9), (104, 1), (105, 13), (106, 7), (107, 5), (66, 13), (67, 13), (155, 11), (60, 8), (63, 1), (64, 9), (183, 14), (184, 7), (151, 2), (152, 10), (192, 9), (193, 8), (194, 2), (113, 14), (177, 15), (54, 1), (227, 5), (50, 11), (51, 3), (221, 4), (240, 7), (245, 8), (246, 6), (260, 12), (97, 12), (98, 13), (99, 5), (12, 8), (13, 5), (15, 7), (16, 2), (17, 4), (139, 2), (140, 12), (141, 9), (142, 5), (173, 8), (175, 10), (262, 5), (162, 3), (134, 10), (236, 15), (102, 2), (197, 5), (201, 4), (202, 15), (203, 12), (204, 4), (205, 2), (207, 3), (208, 6), (209, 9), (211, 1), (250, 13), (186, 1), (187, 12), (92, 14), (93, 3), (196, 13), (159, 15), (145, 10), (55, 5), (103, 15), (191, 5), (65, 8), (220, 12), (58, 13), (69, 11), (156, 15), (228, 1), (59, 3), (75, 15), (146, 6), (70, 10), (163, 6), (160, 13), (164, 4), (165, 7), (147, 3), (10, 8), (251, 2), (56, 4), (135, 5), (172, 9), (229, 5), (148, 9), (30, 1), (31, 6), (149, 11), (252, 8), (154, 7), (256, 14), (166, 10), (261, 6), (199, 9), (254, 3), (233, 14), (258, 6), (157, 5), (158, 12), (150, 15), (136, 13), (161, 11), (9, 7), (178, 8), (198, 1), (253, 14), (234, 6), (76, 10), (235, 1), (179, 8), (21, 12), (137, 3), (22, 2), (25, 11), (26, 8), (28, 7), (110, 9), (200, 1), (111, 12), (29, 13), (53, 2), (114, 15), (117, 13), (115, 15), (116, 12), (112, 14), (230, 7), (225, 3), (118, 12), (237, 10), (238, 7), (226, 13), (231, 2), (119, 11), (120, 8), (239, 3), (32, 10), (57, 10), (138, 14), (232, 9), (254, 3), (222, 11), (223, 7), (224, 7)]"
7,"[(227, 5), (54, 1), (167, 3), (168, 1), (169, 9), (66, 7), (68, 15), (255, 6), (151, 2), (153, 12), (201, 4), (212, 3), (121, 11), (130, 8), (131, 14), (132, 6), (133, 14), (71, 13), (73, 2), (74, 1), (257, 7), (33, 11), (38, 6), (44, 8), (45, 4), (46, 1), (47, 4), (48, 9), (49, 13), (259, 9), (139, 2), (140, 12), (141, 9), (142, 5), (104, 13), (105, 13), (106, 7), (107, 5), (173, 8), (176, 5), (50, 10), (51, 3), (12, 8), (13, 2), (14, 15), (17, 4), (183, 14), (184, 7), (113, 9), (134, 12), (162, 3), (260, 12), (1, 4), (5, 1), (97, 15), (100, 10), (101, 8), (236, 10), (102, 1), (177, 15), (155, 11), (192, 9), (195, 14), (262, 5), (217, 2), (219, 11), (250, 13), (92, 14), (94, 12), (95, 7), (77, 6), (90, 13), (91, 8), (221, 4), (186, 1), (187, 12), (240, 7), (247, 11), (248, 3), (249, 10), (197, 5), (60, 8), (61, 6), (62, 2), (180, 6), (182, 13), (191, 5), (159, 15), (58, 13), (196, 8), (261, 4), (213, 10), (198, 1), (59, 3), (160, 2), (214, 14), (216, 14), (65, 5), (220, 3), (103, 15), (163, 6), (156, 15), (30, 2), (154, 9), (164, 4), (165, 7), (157, 11), (21, 12), (166, 10), (251, 6), (114, 15), (199, 9), (158, 12), (31, 6), (117, 13), (115, 15), (118, 4), (116, 12), (145, 10), (252, 8), (215, 13), (216, 14), (146, 6), (110, 9), (161, 11), (200, 1), (256, 12), (111, 3), (112, 14), (75, 15), (135, 5), (147, 3), (76, 14), (228, 12), (22, 2), (25, 7), (26, 8), (28, 7), (69, 11), (148, 9), (53, 14), (32, 1), (172, 5), (136, 13), (70, 10), (149, 7), (237, 10), (119, 11), (137, 3), (57, 10), (178, 9), (150, 15), (253, 14), (55, 7), (120, 8), (238, 6), (179, 9), (56, 4), (233, 14), (234, 2), (29, 4), (138, 3), (229, 5), (225, 4), (254, 3), (239, 8), (230, 13), (235, 1), (258, 2), (226, 13), (231, 2), (232, 12), (222, 11), (223, 7), (224, 7)]"
8,"[(102, 4), (104, 1), (105, 13), (106, 7), (107, 5), (66, 3), (68, 15), (50, 11), (52, 14), (227, 5), (259, 9), (71, 15), (73, 2), (74, 1), (177, 13), (113, 14), (1, 7), (8, 13), (240, 7), (245, 8), (246, 6), (236, 10), (262, 7), (77, 8), (78, 1), (173, 6), (174, 1), (255, 8), (217, 2), (218, 7), (60, 3), (63, 1), (64, 9), (183, 6), (184, 7), (12, 8), (13, 5), (15, 7), (16, 2), (17, 4), (155, 11), (134, 12), (33, 2), (38, 6), (44, 14), (45, 4), (46, 1), (47, 4), (48, 9), (49, 13), (139, 2), (140, 12), (141, 9), (142, 5), (167, 3), (170, 7), (171, 12), (197, 7), (257, 4), (162, 12), (192, 9), (195, 14), (151, 1), (153, 12), (54, 5), (221, 11), (180, 6), (182, 13), (97, 12), (98, 13), (99, 5), (201, 4), (212, 3), (92, 14), (94, 12), (95, 7), (121, 3), (122, 3), (123, 15), (127, 4), (128, 13), (129, 4), (250, 13), (260, 12), (186, 1), (187, 12), (159, 15), (213, 10), (215, 13), (216, 14), (160, 2), (30, 2), (256, 14), (220, 3), (154, 7), (57, 10), (55, 5), (198, 1), (156, 15), (53, 14), (191, 5), (251, 6), (103, 6), (163, 6), (164, 4), (165, 7), (261, 4), (228, 1), (166, 10), (172, 5), (75, 4), (10, 8), (65, 5), (214, 14), (216, 14), (9, 6), (56, 4), (196, 8), (157, 5), (158, 12), (258, 6), (252, 8), (253, 2), (58, 8), (199, 9), (200, 1), (229, 4), (59, 3), (76, 10), (138, 7), (145, 10), (146, 6), (161, 11), (135, 13), (147, 3), (114, 11), (233, 14), (117, 13), (115, 15), (116, 12), (178, 9), (179, 9), (80, 15), (118, 4), (31, 6), (119, 11), (136, 13), (21, 12), (148, 9), (149, 7), (120, 8), (79, 4), (69, 11), (150, 15), (22, 2), (23, 1), (24, 9), (137, 3), (138, 14), (234, 2), (222, 12), (235, 14), (110, 9), (70, 10), (29, 13), (111, 12), (112, 14), (225, 5), (32, 10), (223, 6), (237, 10), (81, 10), (238, 7), (230, 13), (231, 2), (254, 3), (232, 12), (226, 13), (239, 3), (224, 3)]"
9,"[(177, 11), (162, 3), (33, 1), (34, 7), (35, 3), (36, 4), (37, 1), (121, 4), (130, 4), (131, 14), (132, 6), (133, 14), (92, 15), (96, 5), (151, 6), (153, 12), (104, 13), (108, 12), (109, 12), (97, 12), (98, 13), (99, 5), (217, 10), (218, 5), (167, 2), (168, 8), (169, 9), (77, 8), (89, 1), (201, 4), (212, 3), (113, 14), (197, 5), (260, 12), (236, 15), (192, 9), (195, 14), (221, 7), (139, 2), (143, 3), (144, 4), (257, 7), (50, 11), (51, 11), (259, 9), (1, 4), (11, 15), (102, 2), (183, 14), (184, 7), (180, 6), (181, 11), (54, 3), (250, 13), (134, 8), (173, 8), (176, 13), (155, 11), (71, 13), (73, 2), (74, 1), (262, 5), (227, 6), (186, 1), (187, 12), (60, 8), (61, 6), (62, 2), (240, 7), (247, 11), (248, 3), (249, 10), (255, 8), (12, 7), (18, 3), (19, 5), (20, 6), (66, 3), (67, 13), (159, 15), (145, 10), (58, 8), (191, 5), (213, 10), (103, 15), (75, 4), (256, 12), (154, 7), (160, 2), (156, 8), (196, 13), (215, 13), (216, 14), (237, 10), (114, 15), (117, 13), (146, 6), (55, 5), (115, 15), (65, 5), (116, 12), (220, 3), (56, 4), (59, 3), (135, 5), (30, 1), (31, 11), (157, 5), (261, 4), (136, 13), (147, 3), (76, 10), (57, 10), (158, 12), (251, 6), (21, 13), (228, 1), (258, 6), (214, 13), (216, 14), (161, 11), (22, 2), (25, 11), (26, 8), (28, 7), (29, 13), (252, 8), (199, 9), (148, 9), (118, 12), (254, 10), (172, 13), (198, 5), (233, 14), (200, 1), (229, 4), (149, 7), (69, 11), (137, 3), (163, 14), (70, 10), (164, 4), (165, 7), (234, 2), (119, 1), (120, 8), (166, 10), (150, 15), (230, 13), (178, 9), (238, 7), (231, 2), (179, 9), (53, 14), (110, 9), (253, 14), (111, 3), (32, 10), (112, 14), (138, 7), (235, 1), (225, 2), (239, 3), (232, 12), (254, 3), (222, 11), (223, 6), (226, 13), (224, 7)]"
10,"[(134, 8), (221, 4), (151, 6), (152, 10), (173, 7), (175, 2), (97, 12), (98, 13), (99, 5), (167, 3), (170, 7), (171, 12), (260, 12), (180, 9), (182, 13), (217, 10), (219, 11), (162, 3), (113, 14), (50, 11), (51, 3), (255, 6), (236, 15), (201, 4), (202, 15), (203, 12), (206, 13), (207, 3), (208, 6), (209, 9), (211, 1), (227, 5), (197, 7), (1, 4), (6, 7), (7, 9), (183, 14), (185, 15), (262, 5), (240, 7), (247, 11), (248, 2), (249, 10), (54, 1), (177, 11), (250, 11), (139, 2), (143, 3), (144, 4), (257, 5), (186, 1), (188, 6), (189, 7), (190, 2), (104, 1), (108, 12), (109, 12), (77, 8), (82, 6), (83, 15), (84, 1), (12, 8), (13, 8), (15, 7), (16, 2), (17, 4), (92, 14), (96, 1), (192, 9), (193, 8), (194, 8), (33, 2), (38, 6), (44, 14), (45, 4), (46, 1), (47, 4), (48, 9), (49, 13), (121, 3), (122, 3), (123, 15), (124, 10), (125, 13), (126, 11), (129, 4), (66, 13), (68, 15), (71, 15), (72, 9), (155, 11), (259, 9), (102, 4), (60, 8), (61, 6), (62, 2), (30, 1), (154, 9), (196, 8), (103, 15), (55, 5), (159, 15), (156, 8), (75, 4), (58, 8), (57, 10), (114, 15), (157, 5), (115, 15), (158, 12), (220, 12), (251, 2), (160, 2), (161, 11), (56, 4), (116, 12), (258, 6), (59, 3), (117, 13), (118, 4), (256, 14), (21, 12), (145, 1), (191, 5), (146, 6), (178, 9), (31, 6), (32, 10), (228, 1), (179, 9), (22, 2), (25, 11), (27, 14), (28, 7), (29, 13), (233, 14), (119, 11), (120, 8), (69, 11), (147, 3), (53, 14), (163, 6), (164, 4), (237, 10), (261, 6), (65, 5), (234, 2), (70, 10), (172, 5), (148, 9), (149, 7), (165, 7), (166, 6), (252, 8), (76, 10), (199, 3), (135, 3), (198, 5), (200, 1), (238, 7), (150, 15), (253, 14), (229, 5), (136, 13), (138, 7), (110, 9), (137, 3), (235, 1), (138, 7), (111, 3), (112, 14), (254, 3), (239, 8), (222, 8), (223, 7), (230, 13), (225, 2), (231, 2), (226, 13), (224, 7), (232, 12)]"
