Iteration,schedules
1,"[(35, 15), (100, 12), (69, 3), (72, 1), (73, 9), (55, 10), (115, 4), (116, 15), (169, 5), (25, 7), (26, 14), (27, 3), (28, 7), (29, 1), (1, 3), (151, 11), (160, 8), (161, 14), (162, 6), (163, 14), (183, 7), (193, 15), (7, 13), (18, 6), (19, 10), (20, 6), (21, 4), (22, 14), (146, 9), (147, 13), (148, 5), (112, 2), (23, 8), (46, 6), (141, 15), (142, 3), (75, 3), (77, 15), (207, 8), (194, 5), (195, 3), (196, 15), (200, 4), (201, 13), (202, 4), (59, 5), (164, 12), (120, 7), (126, 3), (127, 5), (128, 6), (86, 2), (91, 12), (92, 4), (175, 11), (80, 13), (82, 2), (83, 1), (40, 4), (64, 12), (176, 10), (180, 8), (181, 7), (182, 10), (65, 14), (138, 2), (52, 14), (41, 11), (47, 1), (24, 15), (84, 4), (5, 8), (78, 11), (101, 7), (103, 3), (104, 6), (74, 8), (211, 7), (79, 10), (2, 7), (6, 3), (113, 4), (105, 6), (165, 5), (139, 5), (140, 10), (170, 15), (3, 4), (171, 4), (85, 14), (36, 2), (114, 5), (42, 7), (208, 13), (129, 12), (166, 8), (119, 12), (130, 9), (131, 8), (132, 9), (209, 13), (172, 12), (56, 10), (4, 11), (57, 7), (48, 3), (37, 8), (137, 13), (210, 2), (44, 2), (173, 11), (38, 2), (211, 7), (167, 14), (174, 5), (53, 2), (168, 7), (39, 3), (45, 13), (43, 3), (58, 3), (60, 9), (62, 11), (54, 1), (66, 7), (49, 12), (67, 12), (50, 2), (51, 12), (68, 10), (106, 13), (107, 8), (108, 4), (110, 15), (111, 6)]"
2,"[(151, 4), (152, 3), (153, 15), (154, 14), (155, 13), (156, 11), (159, 4), (23, 8), (115, 2), (117, 2), (118, 2), (175, 6), (141, 15), (142, 3), (194, 11), (195, 3), (196, 15), (200, 4), (201, 13), (202, 4), (146, 12), (147, 13), (148, 5), (55, 10), (35, 15), (207, 12), (25, 7), (30, 8), (31, 6), (1, 1), (86, 5), (93, 1), (94, 4), (95, 9), (80, 5), (81, 6), (7, 11), (8, 7), (11, 8), (12, 9), (13, 2), (15, 9), (16, 1), (17, 10), (169, 14), (120, 7), (121, 5), (123, 7), (124, 3), (125, 4), (75, 7), (76, 13), (164, 12), (40, 4), (59, 13), (46, 1), (100, 9), (112, 2), (183, 4), (187, 1), (69, 3), (72, 1), (73, 9), (78, 11), (2, 5), (79, 13), (3, 2), (47, 1), (84, 15), (101, 7), (102, 7), (129, 12), (64, 12), (74, 5), (65, 14), (85, 10), (165, 3), (52, 15), (36, 6), (44, 2), (106, 15), (107, 8), (108, 7), (166, 8), (168, 7), (48, 4), (113, 5), (49, 3), (56, 10), (208, 5), (130, 9), (131, 1), (132, 9), (137, 13), (60, 6), (62, 11), (138, 2), (209, 8), (45, 13), (210, 3), (24, 15), (53, 2), (37, 8), (50, 2), (5, 8), (6, 3), (139, 6), (211, 7), (114, 5), (38, 14), (176, 10), (180, 4), (181, 7), (182, 10), (140, 10), (66, 3), (67, 12), (54, 1), (39, 5), (4, 12), (68, 4), (41, 11), (57, 7), (51, 12), (167, 3), (168, 7), (170, 8), (171, 4), (58, 3), (42, 6), (43, 7), (110, 15), (105, 10), (172, 9), (111, 6), (173, 1), (174, 5), (119, 8)]"
3,"[(7, 11), (18, 6), (19, 10), (20, 6), (21, 4), (22, 14), (141, 15), (142, 3), (207, 8), (35, 13), (120, 7), (121, 5), (122, 15), (125, 4), (169, 5), (194, 4), (203, 4), (204, 14), (205, 6), (206, 14), (1, 1), (115, 2), (116, 15), (175, 6), (75, 7), (76, 13), (86, 5), (97, 1), (98, 2), (23, 9), (146, 12), (147, 13), (148, 5), (112, 2), (46, 5), (183, 4), (187, 1), (40, 11), (151, 3), (160, 8), (161, 11), (162, 6), (163, 14), (69, 3), (72, 1), (73, 9), (25, 7), (32, 12), (33, 3), (34, 10), (59, 13), (100, 14), (164, 10), (55, 10), (80, 15), (81, 9), (101, 7), (103, 3), (104, 6), (24, 15), (2, 7), (78, 3), (74, 5), (47, 1), (84, 4), (170, 8), (167, 3), (171, 4), (5, 8), (85, 10), (176, 15), (177, 2), (178, 14), (179, 11), (138, 1), (79, 10), (3, 4), (165, 5), (182, 12), (166, 13), (139, 6), (60, 9), (63, 8), (6, 5), (64, 12), (208, 13), (140, 1), (48, 4), (56, 10), (41, 8), (129, 6), (65, 14), (113, 5), (209, 13), (4, 12), (119, 6), (130, 2), (133, 11), (134, 8), (136, 7), (105, 6), (167, 4), (137, 13), (66, 7), (210, 2), (52, 14), (67, 12), (106, 15), (107, 8), (108, 7), (114, 5), (49, 3), (168, 10), (36, 6), (37, 8), (211, 3), (50, 2), (38, 14), (42, 6), (68, 10), (57, 6), (53, 2), (110, 15), (111, 6), (39, 3), (54, 1), (51, 12), (58, 8), (44, 7), (45, 13), (172, 9), (43, 7), (173, 1), (174, 5)]"
4,"[(7, 11), (18, 6), (19, 10), (20, 6), (21, 4), (22, 14), (183, 4), (190, 13), (35, 15), (141, 14), (145, 5), (112, 2), (115, 13), (117, 2), (118, 2), (75, 3), (77, 15), (46, 5), (207, 8), (59, 5), (175, 6), (80, 13), (82, 2), (83, 1), (120, 7), (121, 8), (122, 11), (125, 11), (194, 4), (195, 3), (196, 15), (200, 4), (201, 13), (202, 4), (23, 9), (1, 1), (151, 4), (160, 4), (161, 14), (162, 6), (163, 14), (55, 10), (69, 8), (72, 1), (73, 9), (100, 12), (164, 12), (86, 2), (93, 1), (94, 6), (95, 9), (169, 14), (146, 9), (147, 13), (148, 5), (40, 7), (25, 7), (32, 12), (33, 3), (34, 10), (64, 12), (101, 7), (102, 7), (192, 8), (176, 10), (177, 2), (178, 14), (179, 6), (65, 12), (47, 1), (74, 5), (113, 14), (5, 8), (66, 9), (24, 15), (84, 15), (85, 10), (60, 6), (63, 8), (52, 14), (129, 12), (4, 11), (182, 10), (6, 3), (67, 12), (130, 2), (131, 1), (132, 9), (36, 6), (170, 8), (137, 13), (191, 6), (2, 5), (68, 10), (78, 3), (3, 4), (171, 4), (172, 9), (79, 10), (138, 1), (165, 5), (56, 12), (173, 1), (174, 5), (166, 13), (139, 5), (208, 13), (53, 2), (140, 10), (57, 7), (105, 10), (41, 8), (119, 8), (209, 13), (44, 2), (37, 8), (38, 14), (45, 13), (39, 3), (114, 5), (167, 2), (168, 7), (48, 13), (58, 3), (54, 14), (49, 3), (42, 6), (211, 7), (43, 2), (106, 15), (107, 1), (108, 7), (110, 15), (111, 6), (50, 2), (51, 12), (210, 3), (211, 7)]"
5,"[(75, 3), (76, 13), (115, 4), (117, 2), (118, 2), (112, 2), (169, 5), (55, 15), (25, 7), (32, 11), (33, 3), (34, 10), (46, 6), (1, 1), (86, 2), (99, 6), (80, 13), (82, 2), (83, 1), (141, 14), (142, 13), (164, 8), (183, 7), (190, 10), (59, 5), (146, 12), (147, 6), (148, 5), (194, 4), (203, 4), (204, 14), (205, 12), (206, 14), (23, 9), (120, 8), (121, 2), (122, 15), (125, 4), (35, 15), (40, 7), (151, 5), (160, 4), (161, 14), (162, 6), (163, 14), (175, 11), (207, 10), (100, 12), (69, 8), (70, 8), (71, 2), (7, 3), (18, 13), (19, 10), (20, 6), (21, 4), (22, 14), (101, 7), (103, 3), (104, 6), (208, 5), (129, 12), (192, 8), (138, 1), (64, 12), (84, 4), (74, 8), (52, 14), (60, 9), (61, 8), (2, 7), (65, 12), (165, 13), (47, 1), (130, 2), (133, 11), (135, 6), (136, 7), (137, 13), (3, 4), (24, 15), (106, 13), (109, 14), (66, 9), (4, 10), (85, 10), (67, 12), (119, 6), (209, 13), (36, 6), (56, 10), (37, 8), (176, 10), (180, 4), (181, 7), (182, 10), (68, 10), (48, 14), (166, 13), (170, 9), (78, 11), (79, 10), (38, 2), (44, 5), (113, 4), (171, 4), (139, 11), (53, 2), (140, 1), (39, 3), (45, 13), (5, 13), (6, 3), (114, 5), (54, 1), (191, 7), (167, 14), (110, 15), (105, 6), (168, 14), (210, 3), (111, 6), (41, 11), (42, 14), (49, 13), (43, 7), (50, 2), (51, 12), (57, 7), (172, 9), (173, 11), (174, 5), (211, 3), (58, 3)]"
6,"[(25, 7), (30, 2), (31, 6), (141, 15), (143, 12), (144, 7), (112, 2), (55, 10), (175, 11), (86, 6), (96, 15), (207, 8), (1, 1), (146, 12), (147, 13), (148, 5), (100, 14), (75, 3), (77, 15), (194, 4), (203, 4), (204, 14), (205, 6), (206, 14), (46, 5), (183, 7), (190, 10), (151, 11), (160, 4), (161, 11), (162, 6), (163, 14), (115, 2), (117, 2), (118, 2), (169, 8), (120, 7), (121, 8), (122, 15), (125, 4), (80, 13), (81, 9), (40, 7), (69, 8), (70, 8), (71, 2), (59, 5), (164, 12), (35, 15), (7, 3), (18, 13), (19, 10), (20, 13), (21, 4), (22, 5), (23, 9), (101, 7), (102, 7), (36, 2), (47, 1), (192, 8), (138, 1), (24, 15), (74, 8), (78, 3), (176, 10), (177, 2), (178, 14), (179, 6), (129, 12), (84, 4), (191, 6), (130, 9), (131, 1), (132, 9), (44, 3), (137, 13), (113, 5), (5, 8), (79, 10), (4, 12), (114, 5), (60, 7), (62, 11), (85, 3), (6, 3), (64, 6), (165, 13), (139, 11), (182, 10), (208, 5), (2, 5), (3, 4), (166, 13), (105, 1), (119, 8), (52, 9), (170, 9), (210, 3), (65, 14), (209, 8), (53, 2), (211, 7), (171, 4), (66, 1), (106, 15), (107, 8), (108, 7), (56, 12), (210, 3), (67, 12), (140, 10), (172, 9), (37, 7), (167, 3), (168, 7), (38, 14), (39, 3), (68, 10), (54, 1), (173, 1), (110, 15), (41, 12), (111, 6), (174, 5), (45, 12), (48, 13), (42, 1), (57, 7), (49, 13), (43, 2), (50, 2), (58, 3), (51, 12)]"
7,"[(194, 4), (195, 3), (196, 15), (197, 14), (198, 13), (199, 11), (202, 4), (207, 8), (7, 11), (18, 6), (19, 10), (20, 6), (21, 4), (22, 14), (69, 3), (72, 1), (73, 9), (183, 7), (187, 1), (112, 2), (59, 5), (25, 7), (32, 12), (33, 3), (34, 10), (80, 13), (82, 2), (83, 1), (141, 15), (145, 5), (146, 12), (149, 15), (150, 8), (120, 8), (121, 5), (123, 7), (124, 2), (125, 4), (55, 10), (1, 1), (100, 14), (46, 6), (86, 6), (97, 1), (98, 2), (115, 4), (117, 2), (118, 2), (151, 5), (160, 8), (161, 11), (162, 6), (163, 14), (40, 7), (75, 13), (77, 15), (35, 15), (169, 14), (175, 11), (164, 12), (23, 9), (101, 7), (103, 3), (104, 6), (47, 1), (36, 2), (138, 2), (170, 8), (171, 4), (74, 8), (2, 5), (165, 3), (139, 6), (78, 3), (24, 15), (3, 2), (37, 8), (176, 10), (180, 12), (181, 7), (79, 10), (38, 14), (211, 14), (166, 13), (84, 15), (208, 5), (5, 13), (140, 10), (119, 6), (129, 12), (209, 13), (6, 3), (167, 3), (4, 10), (182, 12), (130, 2), (133, 11), (135, 14), (136, 7), (210, 3), (137, 13), (211, 7), (85, 14), (44, 5), (52, 15), (56, 12), (53, 4), (64, 9), (106, 13), (109, 14), (41, 12), (45, 13), (110, 15), (66, 1), (65, 14), (172, 9), (67, 13), (105, 10), (68, 10), (111, 6), (57, 7), (48, 5), (168, 3), (173, 1), (174, 5), (49, 13), (42, 6), (50, 2), (43, 7), (58, 3), (39, 3), (60, 6), (63, 8), (54, 1), (51, 12), (113, 4), (114, 5)]"
8,"[(151, 4), (160, 4), (161, 14), (162, 6), (163, 14), (7, 11), (8, 7), (11, 8), (12, 9), (13, 2), (15, 9), (16, 1), (17, 10), (115, 2), (117, 2), (118, 2), (146, 12), (147, 13), (148, 5), (112, 2), (86, 6), (97, 1), (98, 3), (55, 15), (40, 7), (194, 3), (195, 3), (196, 15), (200, 4), (201, 13), (202, 4), (169, 5), (100, 14), (69, 8), (70, 6), (71, 2), (25, 7), (30, 8), (31, 4), (175, 6), (75, 3), (77, 15), (183, 4), (190, 13), (1, 1), (164, 10), (120, 8), (126, 3), (127, 5), (128, 6), (141, 12), (142, 13), (46, 1), (35, 11), (80, 5), (82, 2), (83, 1), (207, 10), (23, 9), (59, 5), (101, 7), (102, 13), (24, 15), (36, 6), (176, 10), (180, 8), (181, 7), (78, 11), (79, 10), (64, 12), (192, 8), (191, 6), (211, 7), (60, 9), (63, 2), (2, 5), (165, 5), (3, 4), (166, 13), (37, 8), (4, 11), (138, 1), (172, 12), (65, 14), (47, 1), (84, 4), (182, 12), (85, 10), (113, 14), (173, 1), (74, 5), (129, 6), (130, 9), (133, 11), (135, 14), (136, 7), (5, 8), (106, 13), (109, 14), (137, 13), (44, 4), (6, 3), (45, 13), (38, 2), (52, 9), (139, 5), (56, 10), (105, 6), (57, 6), (140, 10), (58, 3), (167, 4), (66, 7), (110, 15), (111, 6), (67, 12), (119, 4), (168, 14), (68, 10), (53, 2), (39, 3), (208, 13), (48, 3), (209, 13), (114, 5), (54, 1), (210, 3), (41, 11), (42, 7), (49, 13), (43, 7), (211, 7), (50, 2), (51, 12), (170, 8), (171, 4), (174, 5)]"
9,"[(183, 4), (193, 15), (100, 12), (40, 11), (141, 14), (143, 12), (144, 7), (75, 3), (77, 15), (207, 8), (146, 9), (147, 13), (148, 5), (35, 13), (69, 8), (72, 1), (73, 9), (7, 10), (8, 5), (11, 8), (12, 9), (13, 2), (14, 2), (17, 10), (120, 7), (121, 2), (122, 15), (125, 4), (55, 10), (151, 5), (160, 4), (161, 14), (162, 6), (163, 14), (1, 1), (169, 14), (112, 2), (175, 6), (194, 4), (195, 3), (196, 15), (200, 4), (201, 13), (202, 4), (86, 6), (97, 1), (98, 2), (25, 7), (32, 11), (33, 3), (34, 10), (115, 4), (116, 15), (59, 5), (80, 13), (82, 2), (83, 1), (46, 6), (164, 8), (23, 9), (66, 9), (176, 15), (180, 4), (181, 7), (24, 15), (170, 8), (64, 12), (171, 4), (67, 13), (68, 10), (182, 10), (129, 12), (74, 5), (84, 15), (101, 7), (103, 3), (104, 6), (208, 3), (2, 7), (65, 14), (113, 15), (3, 4), (138, 1), (60, 6), (62, 11), (85, 14), (165, 13), (211, 7), (130, 2), (131, 1), (132, 9), (137, 13), (166, 13), (47, 1), (78, 15), (56, 10), (57, 7), (209, 13), (5, 6), (167, 3), (139, 6), (6, 3), (140, 10), (79, 13), (36, 2), (39, 3), (114, 5), (48, 5), (37, 8), (38, 14), (39, 3), (52, 14), (49, 7), (50, 2), (41, 11), (42, 6), (168, 14), (119, 4), (44, 3), (53, 2), (172, 9), (173, 1), (174, 5), (210, 2), (54, 1), (4, 12), (51, 12), (105, 6), (45, 13), (211, 7), (43, 7), (58, 8), (106, 13), (107, 8), (108, 4), (110, 15), (111, 6)]"
10,"[(183, 4), (193, 15), (194, 11), (203, 4), (204, 14), (205, 6), (206, 14), (86, 6), (97, 1), (98, 2), (112, 2), (55, 10), (169, 5), (7, 3), (8, 7), (9, 7), (10, 3), (12, 9), (13, 2), (15, 9), (16, 1), (17, 10), (46, 13), (100, 12), (35, 11), (25, 7), (26, 12), (27, 3), (28, 7), (29, 6), (175, 6), (75, 13), (76, 13), (120, 8), (121, 5), (122, 15), (125, 4), (80, 5), (82, 2), (83, 14), (146, 9), (149, 13), (150, 8), (1, 1), (164, 8), (69, 8), (72, 1), (73, 9), (151, 11), (160, 8), (161, 14), (162, 6), (163, 14), (141, 14), (143, 12), (144, 7), (207, 12), (40, 7), (115, 2), (116, 15), (23, 9), (59, 5), (56, 10), (101, 7), (102, 13), (74, 5), (119, 4), (138, 1), (84, 4), (36, 6), (176, 10), (177, 2), (178, 15), (179, 11), (2, 5), (37, 8), (3, 4), (24, 2), (52, 15), (172, 9), (173, 1), (139, 6), (38, 14), (182, 10), (5, 6), (6, 3), (60, 9), (61, 1), (85, 10), (167, 3), (165, 5), (129, 12), (140, 1), (166, 13), (113, 15), (4, 11), (130, 2), (133, 11), (134, 8), (136, 7), (168, 7), (167, 3), (66, 7), (64, 12), (67, 12), (65, 14), (68, 10), (170, 8), (171, 4), (78, 11), (137, 13), (79, 10), (208, 5), (209, 13), (174, 5), (106, 4), (109, 14), (41, 8), (42, 7), (114, 14), (39, 3), (53, 2), (105, 6), (57, 7), (54, 1), (110, 15), (58, 3), (111, 6), (44, 4), (210, 3), (211, 7), (45, 13), (43, 7), (47, 12), (48, 5), (49, 3), (50, 2), (51, 12)]"
